diptera_family,diptera_genus,diptera_species,host_species,host_genus,host_family,host_order,host_class,webID,frequency,country,latitude,longitude,Site,Paper name,Authors 
Ceratopogonidae,Culicoides,C. bolitinos ,E.ferus,Equus,Equidae,Perissodactyla,Mammalia,P01,6,South Africa,-30.5594826,22.9375057,Near-natural,"Blood meal analysis in Culicoides midges collected near horses, donkeys and zebras in the Eastern Cape, South Africa",Riddin et al (2019)
Ceratopogonidae,Culicoides,C. bolitinos ,E.africanus,Equus,Equidae,Perissodactyla,Mammalia,P01,3,South Africa,-30.5594826,22.9375057,Near-natural,"Blood meal analysis in Culicoides midges collected near horses, donkeys and zebras in the Eastern Cape, South Africa",Riddin et al (2019)
Ceratopogonidae,Culicoides,C. bolitinos ,S.scrofa,Sus,Suidae,Artiodactyla,Mammalia,P01,2,South Africa,-30.5594826,22.9375057,Near-natural,"Blood meal analysis in Culicoides midges collected near horses, donkeys and zebras in the Eastern Cape, South Africa",Riddin et al (2019)
Ceratopogonidae,Culicoides,C. bolitinos ,B.taurus,Bos,Bovidae,Artiodactyla,Mammalia,P01,1,South Africa,-30.5594826,22.9375057,Near-natural,"Blood meal analysis in Culicoides midges collected near horses, donkeys and zebras in the Eastern Cape, South Africa",Riddin et al (2019)
Ceratopogonidae,Culicoides,C. gulbenkiani ,E.ferus,Equus,Equidae,Perissodactyla,Mammalia,P01,1,South Africa,-30.5594826,22.9375057,Near-natural,"Blood meal analysis in Culicoides midges collected near horses, donkeys and zebras in the Eastern Cape, South Africa",Riddin et al (2019)
Ceratopogonidae,Culicoides,C. gulbenkiani ,C.l. familiaris,Canis,Canidae,Carnivora,Mammalia,P01,1,South Africa,-30.5594826,22.9375057,Near-natural,"Blood meal analysis in Culicoides midges collected near horses, donkeys and zebras in the Eastern Cape, South Africa",Riddin et al (2019)
Ceratopogonidae,Culicoides,C. imicola,E.ferus,Equus,Equidae,Perissodactyla,Mammalia,P01,17,South Africa,-30.5594826,22.9375057,Near-natural,"Blood meal analysis in Culicoides midges collected near horses, donkeys and zebras in the Eastern Cape, South Africa",Riddin et al (2019)
Ceratopogonidae,Culicoides,C. imicola,E.africanus,Equus,Equidae,Perissodactyla,Mammalia,P01,1,South Africa,-30.5594826,22.9375057,Near-natural,"Blood meal analysis in Culicoides midges collected near horses, donkeys and zebras in the Eastern Cape, South Africa",Riddin et al (2019)
Ceratopogonidae,Culicoides,C. isioloensis ,B.taurus,Bos,Bovidae,Artiodactyla,Mammalia,P01,1,South Africa,-30.5594826,22.9375057,Near-natural,"Blood meal analysis in Culicoides midges collected near horses, donkeys and zebras in the Eastern Cape, South Africa",Riddin et al (2019)
Ceratopogonidae,Culicoides,C. leucostictus,E.ferus,Equus,Equidae,Perissodactyla,Mammalia,P01,1,South Africa,-30.5594826,22.9375057,Near-natural,"Blood meal analysis in Culicoides midges collected near horses, donkeys and zebras in the Eastern Cape, South Africa",Riddin et al (2019)
Ceratopogonidae,Culicoides,C. leucostictus,E.africanus,Equus,Equidae,Perissodactyla,Mammalia,P01,1,South Africa,-30.5594826,22.9375057,Near-natural,"Blood meal analysis in Culicoides midges collected near horses, donkeys and zebras in the Eastern Cape, South Africa",Riddin et al (2019)
Ceratopogonidae,Culicoides,C. leucostictus,E. quagga,Equus,Equidae,Perissodactyla,Mammalia,P01,1,South Africa,-30.5594826,22.9375057,Near-natural,"Blood meal analysis in Culicoides midges collected near horses, donkeys and zebras in the Eastern Cape, South Africa",Riddin et al (2019)
Ceratopogonidae,Culicoides,C. magnus ,E.ferus,Equus,Equidae,Perissodactyla,Mammalia,P01,1,South Africa,-30.5594826,22.9375057,Near-natural,"Blood meal analysis in Culicoides midges collected near horses, donkeys and zebras in the Eastern Cape, South Africa",Riddin et al (2019)
Ceratopogonidae,Culicoides,C. magnus ,E.africanus,Equus,Equidae,Perissodactyla,Mammalia,P01,1,South Africa,-30.5594826,22.9375057,Near-natural,"Blood meal analysis in Culicoides midges collected near horses, donkeys and zebras in the Eastern Cape, South Africa",Riddin et al (2019)
Ceratopogonidae,Culicoides,C. magnus ,A.melampus,Aepyceros,Bovidae,Artiodactyla,Mammalia,P01,1,South Africa,-30.5594826,22.9375057,Near-natural,"Blood meal analysis in Culicoides midges collected near horses, donkeys and zebras in the Eastern Cape, South Africa",Riddin et al (2019)
Ceratopogonidae,Culicoides,C. onderstepoortensis,E.africanus,Equus,Equidae,Perissodactyla,Mammalia,P01,1,South Africa,-30.5594826,22.9375057,Near-natural,"Blood meal analysis in Culicoides midges collected near horses, donkeys and zebras in the Eastern Cape, South Africa",Riddin et al (2019)
Ceratopogonidae,Culicoides,C. onderstepoortensis,P.africanus,Phacochoerus,Suidae,Artiodactyla,Mammalia,P01,1,South Africa,-30.5594826,22.9375057,Near-natural,"Blood meal analysis in Culicoides midges collected near horses, donkeys and zebras in the Eastern Cape, South Africa",Riddin et al (2019)
Ceratopogonidae,Culicoides,C. onderstepoortensis,B.taurus,Bos,Bovidae,Artiodactyla,Mammalia,P01,1,South Africa,-30.5594826,22.9375057,Near-natural,"Blood meal analysis in Culicoides midges collected near horses, donkeys and zebras in the Eastern Cape, South Africa",Riddin et al (2019)
Ceratopogonidae,Culicoides,C. pycnostictus,E. quagga,Equus,Equidae,Perissodactyla,Mammalia,P01,1,South Africa,-30.5594826,22.9375057,Near-natural,"Blood meal analysis in Culicoides midges collected near horses, donkeys and zebras in the Eastern Cape, South Africa",Riddin et al (2019)
Ceratopogonidae,Culicoides,C. similis ,E. quagga,Equus,Equidae,Perissodactyla,Mammalia,P01,1,South Africa,-30.5594826,22.9375057,Near-natural,"Blood meal analysis in Culicoides midges collected near horses, donkeys and zebras in the Eastern Cape, South Africa",Riddin et al (2019)
Ceratopogonidae,Culicoides,C. zuluensis ,E.ferus,Equus,Equidae,Perissodactyla,Mammalia,P01,6,South Africa,-30.5594826,22.9375057,Near-natural,"Blood meal analysis in Culicoides midges collected near horses, donkeys and zebras in the Eastern Cape, South Africa",Riddin et al (2019)
Ceratopogonidae,Culicoides,Culicoides sp,E.ferus,Equus,Equidae,Perissodactyla,Mammalia,P01,2,South Africa,-30.5594826,22.9375057,Near-natural,"Blood meal analysis in Culicoides midges collected near horses, donkeys and zebras in the Eastern Cape, South Africa",Riddin et al (2019)
Ceratopogonidae,Culicoides,C. cataneii,M.musculus,Mus,Muridae,Rodentia,Mammalia,P02,1,Tunisia,33.8869171,9.5374994,Agricultural,Blood Meal Analysis of Culicoides (Diptera: Ceratopogonidae) in Central Tunisia,Slama et al  (2015)
Ceratopogonidae,Culicoides,C. circumscriptus,H.sapiens,Homo,Hominidae,Primates,Mammalia,P02,1,Tunisia,33.8869171,9.5374994,Agricultural,Blood Meal Analysis of Culicoides (Diptera: Ceratopogonidae) in Central Tunisia,Slama et al  (2015)
Ceratopogonidae,Culicoides,C. imicola,H.sapiens,Homo,Hominidae,Primates,Mammalia,P02,89,Tunisia,33.8869171,9.5374994,Agricultural,Blood Meal Analysis of Culicoides (Diptera: Ceratopogonidae) in Central Tunisia,Slama et al  (2015)
Ceratopogonidae,Culicoides,C. imicola,C.a. hircus,Capra,Bovidae,Artiodactyla,Mammalia,P02,3,Tunisia,33.8869171,9.5374994,Agricultural,Blood Meal Analysis of Culicoides (Diptera: Ceratopogonidae) in Central Tunisia,Slama et al  (2015)
Ceratopogonidae,Culicoides,C. imicola,O.aries,Ovis,Bovidae,Artiodactyla,Mammalia,P02,2,Tunisia,33.8869171,9.5374994,Agricultural,Blood Meal Analysis of Culicoides (Diptera: Ceratopogonidae) in Central Tunisia,Slama et al  (2015)
Ceratopogonidae,Culicoides,C. imicola,C.l. familiaris,Canis,Canidae,Carnivora,Mammalia,P02,1,Tunisia,33.8869171,9.5374994,Agricultural,Blood Meal Analysis of Culicoides (Diptera: Ceratopogonidae) in Central Tunisia,Slama et al  (2015)
Ceratopogonidae,Culicoides,C. imicola,L.meridionalis,Lanius,Laniidae,Passeriformes,Aves,P02,1,Tunisia,33.8869171,9.5374994,Agricultural,Blood Meal Analysis of Culicoides (Diptera: Ceratopogonidae) in Central Tunisia,Slama et al  (2015)
Ceratopogonidae,Culicoides,C. jumineri,H.sapiens,Homo,Hominidae,Primates,Mammalia,P02,6,Tunisia,33.8869171,9.5374994,Agricultural,Blood Meal Analysis of Culicoides (Diptera: Ceratopogonidae) in Central Tunisia,Slama et al  (2015)
Ceratopogonidae,Culicoides,C. jumineri,B.taurus,Bos,Bovidae,Artiodactyla,Mammalia,P02,6,Tunisia,33.8869171,9.5374994,Agricultural,Blood Meal Analysis of Culicoides (Diptera: Ceratopogonidae) in Central Tunisia,Slama et al  (2015)
Ceratopogonidae,Culicoides,C. jumineri,M.nivalis,Mustela,Mustelidae,Carnivora,Mammalia,P02,1,Tunisia,33.8869171,9.5374994,Agricultural,Blood Meal Analysis of Culicoides (Diptera: Ceratopogonidae) in Central Tunisia,Slama et al  (2015)
Ceratopogonidae,Culicoides,C. jumineri,G.gallus,Gallus,Phasianidae,Galliformes,Aves,P02,1,Tunisia,33.8869171,9.5374994,Agricultural,Blood Meal Analysis of Culicoides (Diptera: Ceratopogonidae) in Central Tunisia,Slama et al  (2015)
Ceratopogonidae,Culicoides,C. jumineri,D.melanogaster,Drosophila,Drosophilidae,Diptera,Insecta,P02,1,Tunisia,33.8869171,9.5374994,Agricultural,Blood Meal Analysis of Culicoides (Diptera: Ceratopogonidae) in Central Tunisia,Slama et al  (2015)
Ceratopogonidae,Culicoides,C. jumineri,Aedes sp,Aedes,Culicidae,Diptera,Insecta,P02,1,Tunisia,33.8869171,9.5374994,Agricultural,Blood Meal Analysis of Culicoides (Diptera: Ceratopogonidae) in Central Tunisia,Slama et al  (2015)
Ceratopogonidae,Culicoides,C. jumineri,C.fusca,Carlia,Scincidae,Squamata,Reptilia,P02,1,Tunisia,33.8869171,9.5374994,Agricultural,Blood Meal Analysis of Culicoides (Diptera: Ceratopogonidae) in Central Tunisia,Slama et al  (2015)
Ceratopogonidae,Culicoides,C. newsteadi,H.sapiens,Homo,Hominidae,Primates,Mammalia,P02,1,Tunisia,33.8869171,9.5374994,Agricultural,Blood Meal Analysis of Culicoides (Diptera: Ceratopogonidae) in Central Tunisia,Slama et al  (2015)
Ceratopogonidae,Culicoides,C. newsteadi,C.a. hircus,Capra,Bovidae,Artiodactyla,Mammalia,P02,1,Tunisia,33.8869171,9.5374994,Agricultural,Blood Meal Analysis of Culicoides (Diptera: Ceratopogonidae) in Central Tunisia,Slama et al  (2015)
Ceratopogonidae,Culicoides,C. newsteadi,O.aries,Ovis,Bovidae,Artiodactyla,Mammalia,P02,1,Tunisia,33.8869171,9.5374994,Agricultural,Blood Meal Analysis of Culicoides (Diptera: Ceratopogonidae) in Central Tunisia,Slama et al  (2015)
Ceratopogonidae,Culicoides,C. newsteadi,M.gallopavo,Meleagris,Phasianidae,Galliformes,Aves,P02,1,Tunisia,33.8869171,9.5374994,Agricultural,Blood Meal Analysis of Culicoides (Diptera: Ceratopogonidae) in Central Tunisia,Slama et al  (2015)
Ceratopogonidae,Culicoides,C. newsteadi,G.gallus,Gallus,Phasianidae,Galliformes,Aves,P02,1,Tunisia,33.8869171,9.5374994,Agricultural,Blood Meal Analysis of Culicoides (Diptera: Ceratopogonidae) in Central Tunisia,Slama et al  (2015)
Glossinidae,Glossina,G. palpalis,H.sapiens,Homo,Hominidae,Primates,Mammalia,P03,24,Nigeria,9.0819988,8.6752768,Agricultural,"Molecular identification of bloodmeal sources and trypanosomes in Glossina spp., Tabanus spp. and Stomoxys spp. trapped on cattle farm settlements in southwest Nigeria",Odeniran et al (2019)
Glossinidae,Glossina,G. palpalis,B.taurus,Bos,Bovidae,Artiodactyla,Mammalia,P03,3,Nigeria,9.0819988,8.6752768,Agricultural,"Molecular identification of bloodmeal sources and trypanosomes in Glossina spp., Tabanus spp. and Stomoxys spp. trapped on cattle farm settlements in southwest Nigeria",Odeniran et al (2019)
Glossinidae,Glossina,G. tachinoides,H.sapiens,Homo,Hominidae,Primates,Mammalia,P03,12,Nigeria,9.0819988,8.6752768,Agricultural,"Molecular identification of bloodmeal sources and trypanosomes in Glossina spp., Tabanus spp. and Stomoxys spp. trapped on cattle farm settlements in southwest Nigeria",Odeniran et al (2019)
Glossinidae,Glossina,G. tachinoides,B.taurus,Bos,Bovidae,Artiodactyla,Mammalia,P03,1,Nigeria,9.0819988,8.6752768,Agricultural,"Molecular identification of bloodmeal sources and trypanosomes in Glossina spp., Tabanus spp. and Stomoxys spp. trapped on cattle farm settlements in southwest Nigeria",Odeniran et al (2019)
Glossinidae,Glossina,G. tachinoides,G. camelopardalis,Giraffa,Giraffidae,Artiodactyla,Mammalia,P03,1,Nigeria,9.0819988,8.6752768,Agricultural,"Molecular identification of bloodmeal sources and trypanosomes in Glossina spp., Tabanus spp. and Stomoxys spp. trapped on cattle farm settlements in southwest Nigeria",Odeniran et al (2019)
Glossinidae,Glossina,G. tachinoides,C.crocuta,Crocuta,Hyaenidae,Carnivora,Mammalia,P03,1,Nigeria,9.0819988,8.6752768,Agricultural,"Molecular identification of bloodmeal sources and trypanosomes in Glossina spp., Tabanus spp. and Stomoxys spp. trapped on cattle farm settlements in southwest Nigeria",Odeniran et al (2019)
Ceratopogonidae,Culicoides,C. biguttatus,O.virginianus,Odocoileus,Cervidae,Artiodactyla,Mammalia,P04,9,USA,39.023,-122.920156,Near-natural,Picky eaters are rare: DNA-based blood meal analysis of Culicoides (Diptera: Ceratopogonidae) species from the United States,Hopken et al (2017)
Ceratopogonidae,Culicoides,C. crepuscularis,H.mexicanus,Haemorhous,Fringillidae,Passeriformes,Aves,P04,1,USA,39.023,-122.920156,Near-natural,Picky eaters are rare: DNA-based blood meal analysis of Culicoides (Diptera: Ceratopogonidae) species from the United States,Hopken et al (2017)
Ceratopogonidae,Culicoides,C. occidentalis,B.taurus,Bos,Bovidae,Artiodactyla,Mammalia,P04,14,USA,39.023,-122.920156,Near-natural,Picky eaters are rare: DNA-based blood meal analysis of Culicoides (Diptera: Ceratopogonidae) species from the United States,Hopken et al (2017)
Ceratopogonidae,Culicoides,C. occidentalis,C.l. familiaris,Canis,Canidae,Carnivora,Mammalia,P04,9,USA,39.023,-122.920156,Near-natural,Picky eaters are rare: DNA-based blood meal analysis of Culicoides (Diptera: Ceratopogonidae) species from the United States,Hopken et al (2017)
Ceratopogonidae,Culicoides,C. occidentalis,C.a. hircus,Capra,Bovidae,Artiodactyla,Mammalia,P04,1,USA,39.023,-122.920156,Near-natural,Picky eaters are rare: DNA-based blood meal analysis of Culicoides (Diptera: Ceratopogonidae) species from the United States,Hopken et al (2017)
Ceratopogonidae,Culicoides,C. occidentalis,E.africanus,Equus,Equidae,Perissodactyla,Mammalia,P04,1,USA,39.023,-122.920156,Near-natural,Picky eaters are rare: DNA-based blood meal analysis of Culicoides (Diptera: Ceratopogonidae) species from the United States,Hopken et al (2017)
Ceratopogonidae,Culicoides,C. occidentalis,E.ferus,Equus,Equidae,Perissodactyla,Mammalia,P04,14,USA,39.023,-122.920156,Near-natural,Picky eaters are rare: DNA-based blood meal analysis of Culicoides (Diptera: Ceratopogonidae) species from the United States,Hopken et al (2017)
Ceratopogonidae,Culicoides,C. occidentalis,L.californicus,Lepus,Leporidae,Lagomorpha,Mammalia,P04,7,USA,39.023,-122.920156,Near-natural,Picky eaters are rare: DNA-based blood meal analysis of Culicoides (Diptera: Ceratopogonidae) species from the United States,Hopken et al (2017)
Ceratopogonidae,Culicoides,C. occidentalis,O.hemionus,Odocoileus,Cervidae,Artiodactyla,Mammalia,P04,51,USA,39.023,-122.920156,Near-natural,Picky eaters are rare: DNA-based blood meal analysis of Culicoides (Diptera: Ceratopogonidae) species from the United States,Hopken et al (2017)
Ceratopogonidae,Culicoides,C. occidentalis,O.aries,Ovis,Bovidae,Artiodactyla,Mammalia,P04,18,USA,39.023,-122.920156,Near-natural,Picky eaters are rare: DNA-based blood meal analysis of Culicoides (Diptera: Ceratopogonidae) species from the United States,Hopken et al (2017)
Ceratopogonidae,Culicoides,C. occidentalis,S.scrofa,Sus,Suidae,Artiodactyla,Mammalia,P04,1,USA,39.023,-122.920156,Near-natural,Picky eaters are rare: DNA-based blood meal analysis of Culicoides (Diptera: Ceratopogonidae) species from the United States,Hopken et al (2017)
Ceratopogonidae,Culicoides,C. occidentalis,D.novaehollandiae,Dromaius,Casuariidae,Casuariiformes,Aves,P04,4,USA,39.023,-122.920156,Near-natural,Picky eaters are rare: DNA-based blood meal analysis of Culicoides (Diptera: Ceratopogonidae) species from the United States,Hopken et al (2017)
Ceratopogonidae,Culicoides,C. reevesi,O.hemionus,Odocoileus,Cervidae,Artiodactyla,Mammalia,P04,1,USA,39.023,-122.920156,Near-natural,Picky eaters are rare: DNA-based blood meal analysis of Culicoides (Diptera: Ceratopogonidae) species from the United States,Hopken et al (2017)
Ceratopogonidae,Culicoides,C. stellifer,O.virginianus,Odocoileus,Cervidae,Artiodactyla,Mammalia,P04,4,USA,39.023,-122.920156,Near-natural,Picky eaters are rare: DNA-based blood meal analysis of Culicoides (Diptera: Ceratopogonidae) species from the United States,Hopken et al (2017)
Ceratopogonidae,Culicoides,C. utahensis,O.hemionus,Odocoileus,Cervidae,Artiodactyla,Mammalia,P04,1,USA,39.023,-122.920156,Near-natural,Picky eaters are rare: DNA-based blood meal analysis of Culicoides (Diptera: Ceratopogonidae) species from the United States,Hopken et al (2017)
Ceratopogonidae,Culicoides,C. variipennis,B.taurus,Bos,Bovidae,Artiodactyla,Mammalia,P04,17,USA,39.023,-122.920156,Near-natural,Picky eaters are rare: DNA-based blood meal analysis of Culicoides (Diptera: Ceratopogonidae) species from the United States,Hopken et al (2017)
Ceratopogonidae,Culicoides,C. variipennis,C.l. familiaris,Canis,Canidae,Carnivora,Mammalia,P04,2,USA,39.023,-122.920156,Near-natural,Picky eaters are rare: DNA-based blood meal analysis of Culicoides (Diptera: Ceratopogonidae) species from the United States,Hopken et al (2017)
Ceratopogonidae,Culicoides,C. variipennis,E.africanus,Equus,Equidae,Perissodactyla,Mammalia,P04,1,USA,39.023,-122.920156,Near-natural,Picky eaters are rare: DNA-based blood meal analysis of Culicoides (Diptera: Ceratopogonidae) species from the United States,Hopken et al (2017)
Ceratopogonidae,Culicoides,C. variipennis,E.ferus,Equus,Equidae,Perissodactyla,Mammalia,P04,8,USA,39.023,-122.920156,Near-natural,Picky eaters are rare: DNA-based blood meal analysis of Culicoides (Diptera: Ceratopogonidae) species from the United States,Hopken et al (2017)
Ceratopogonidae,Culicoides,C. variipennis,L.californicus,Lepus,Leporidae,Lagomorpha,Mammalia,P04,4,USA,39.023,-122.920156,Near-natural,Picky eaters are rare: DNA-based blood meal analysis of Culicoides (Diptera: Ceratopogonidae) species from the United States,Hopken et al (2017)
Ceratopogonidae,Culicoides,C. variipennis,O.hemionus,Odocoileus,Cervidae,Artiodactyla,Mammalia,P04,21,USA,39.023,-122.920156,Near-natural,Picky eaters are rare: DNA-based blood meal analysis of Culicoides (Diptera: Ceratopogonidae) species from the United States,Hopken et al (2017)
Ceratopogonidae,Culicoides,C. variipennis,O.aries,Ovis,Bovidae,Artiodactyla,Mammalia,P04,6,USA,39.023,-122.920156,Near-natural,Picky eaters are rare: DNA-based blood meal analysis of Culicoides (Diptera: Ceratopogonidae) species from the United States,Hopken et al (2017)
Ceratopogonidae,Culicoides,C. variipennis,S.scrofa,Sus,Suidae,Artiodactyla,Mammalia,P04,2,USA,39.023,-122.920156,Near-natural,Picky eaters are rare: DNA-based blood meal analysis of Culicoides (Diptera: Ceratopogonidae) species from the United States,Hopken et al (2017)
Ceratopogonidae,Culicoides,C. variipennis,D.novaehollandiae,Dromaius,Casuariidae,Casuariiformes,Aves,P04,2,USA,39.023,-122.920156,Near-natural,Picky eaters are rare: DNA-based blood meal analysis of Culicoides (Diptera: Ceratopogonidae) species from the United States,Hopken et al (2017)
Ceratopogonidae,Culicoides,C. achrayi,B.taurus,Bos,Bovidae,Artiodactyla,Mammalia,P05,1,Sweden,60.1281624,18.6435013,Agricultural,Molecular identification of bloodmeals and species composition in Culicoides biting midges,Pettersson et al (2013)
Ceratopogonidae,Culicoides,C. chiopterus,E.ferus,Equus,Equidae,Perissodactyla,Mammalia,P05,1,Sweden,60.1281624,18.6435013,Agricultural,Molecular identification of bloodmeals and species composition in Culicoides biting midges,Pettersson et al (2013)
Ceratopogonidae,Culicoides,C. circumscriptus,P.trochilus,Phylloscopus,Phylloscopidae,Passeriformes,Aves,P05,1,Sweden,60.1281624,18.6435013,Agricultural,Molecular identification of bloodmeals and species composition in Culicoides biting midges,Pettersson et al (2013)
Ceratopogonidae,Culicoides,C. circumscriptus,C.corone,Corvus,Corvidae,Passeriformes,Aves,P05,1,Sweden,60.1281624,18.6435013,Agricultural,Molecular identification of bloodmeals and species composition in Culicoides biting midges,Pettersson et al (2013)
Ceratopogonidae,Culicoides,C. circumscriptus,T.philomelos,Turdus,Turdidae,Passeriformes,Aves,P05,1,Sweden,60.1281624,18.6435013,Agricultural,Molecular identification of bloodmeals and species composition in Culicoides biting midges,Pettersson et al (2013)
Ceratopogonidae,Culicoides,C. circumscriptus,P.pica,Pica,Corvidae,Passeriformes,Aves,P05,3,Sweden,60.1281624,18.6435013,Agricultural,Molecular identification of bloodmeals and species composition in Culicoides biting midges,Pettersson et al (2013)
Ceratopogonidae,Culicoides,C. circumscriptus,C.palumbus,Columba,Columbidae,Columbiformes,Aves,P05,2,Sweden,60.1281624,18.6435013,Agricultural,Molecular identification of bloodmeals and species composition in Culicoides biting midges,Pettersson et al (2013)
Ceratopogonidae,Culicoides,C. dewulfi,E.ferus,Equus,Equidae,Perissodactyla,Mammalia,P05,1,Sweden,60.1281624,18.6435013,Agricultural,Molecular identification of bloodmeals and species composition in Culicoides biting midges,Pettersson et al (2013)
Ceratopogonidae,Culicoides,C. duddingstoni,P.montanus,Passer,Passeridae,Passeriformes,Aves,P05,1,Sweden,60.1281624,18.6435013,Agricultural,Molecular identification of bloodmeals and species composition in Culicoides biting midges,Pettersson et al (2013)
Ceratopogonidae,Culicoides,C. duddingstoni,C.caeruleus,Cyanistes,Paridae,Passeriformes,Aves,P05,1,Sweden,60.1281624,18.6435013,Agricultural,Molecular identification of bloodmeals and species composition in Culicoides biting midges,Pettersson et al (2013)
Ceratopogonidae,Culicoides,C. duddingstoni,P.pica,Pica,Corvidae,Passeriformes,Aves,P05,1,Sweden,60.1281624,18.6435013,Agricultural,Molecular identification of bloodmeals and species composition in Culicoides biting midges,Pettersson et al (2013)
Ceratopogonidae,Culicoides,C. duddingstoni,P.domesticus,Passer,Passeridae,Passeriformes,Aves,P05,1,Sweden,60.1281624,18.6435013,Agricultural,Molecular identification of bloodmeals and species composition in Culicoides biting midges,Pettersson et al (2013)
Ceratopogonidae,Culicoides,C. festivipennis,T.philomelos,Turdus,Turdidae,Passeriformes,Aves,P05,1,Sweden,60.1281624,18.6435013,Agricultural,Molecular identification of bloodmeals and species composition in Culicoides biting midges,Pettersson et al (2013)
Ceratopogonidae,Culicoides,C. festivipennis,P.pica,Pica,Corvidae,Passeriformes,Aves,P05,1,Sweden,60.1281624,18.6435013,Agricultural,Molecular identification of bloodmeals and species composition in Culicoides biting midges,Pettersson et al (2013)
Ceratopogonidae,Culicoides,C. grisescens,B.taurus,Bos,Bovidae,Artiodactyla,Mammalia,P05,4,Sweden,60.1281624,18.6435013,Agricultural,Molecular identification of bloodmeals and species composition in Culicoides biting midges,Pettersson et al (2013)
Ceratopogonidae,Culicoides,C. impunctatus,O.aries,Ovis,Bovidae,Artiodactyla,Mammalia,P05,2,Sweden,60.1281624,18.6435013,Agricultural,Molecular identification of bloodmeals and species composition in Culicoides biting midges,Pettersson et al (2013)
Ceratopogonidae,Culicoides,C. impunctatus,E.ferus,Equus,Equidae,Perissodactyla,Mammalia,P05,1,Sweden,60.1281624,18.6435013,Agricultural,Molecular identification of bloodmeals and species composition in Culicoides biting midges,Pettersson et al (2013)
Ceratopogonidae,Culicoides,C. lupicaris,B.taurus,Bos,Bovidae,Artiodactyla,Mammalia,P05,3,Sweden,60.1281624,18.6435013,Agricultural,Molecular identification of bloodmeals and species composition in Culicoides biting midges,Pettersson et al (2013)
Ceratopogonidae,Culicoides,C. newsteadi,B.taurus,Bos,Bovidae,Artiodactyla,Mammalia,P05,1,Sweden,60.1281624,18.6435013,Agricultural,Molecular identification of bloodmeals and species composition in Culicoides biting midges,Pettersson et al (2013)
Ceratopogonidae,Culicoides,C. obsoletus,B.taurus,Bos,Bovidae,Artiodactyla,Mammalia,P05,7,Sweden,60.1281624,18.6435013,Agricultural,Molecular identification of bloodmeals and species composition in Culicoides biting midges,Pettersson et al (2013)
Ceratopogonidae,Culicoides,C. obsoletus,O.aries,Ovis,Bovidae,Artiodactyla,Mammalia,P05,12,Sweden,60.1281624,18.6435013,Agricultural,Molecular identification of bloodmeals and species composition in Culicoides biting midges,Pettersson et al (2013)
Ceratopogonidae,Culicoides,C. obsoletus,E.ferus,Equus,Equidae,Perissodactyla,Mammalia,P05,7,Sweden,60.1281624,18.6435013,Agricultural,Molecular identification of bloodmeals and species composition in Culicoides biting midges,Pettersson et al (2013)
Ceratopogonidae,Culicoides,C. pictipennis,P.major,Parus,Paridae,Passeriformes,Aves,P05,1,Sweden,60.1281624,18.6435013,Agricultural,Molecular identification of bloodmeals and species composition in Culicoides biting midges,Pettersson et al (2013)
Ceratopogonidae,Culicoides,C. pulicaris,E.ferus,Equus,Equidae,Perissodactyla,Mammalia,P05,1,Sweden,60.1281624,18.6435013,Agricultural,Molecular identification of bloodmeals and species composition in Culicoides biting midges,Pettersson et al (2013)
Ceratopogonidae,Culicoides,C. punctatus,L.svecica,Luscinia,Muscicapidae,Passeriformes,Aves,P05,1,Sweden,60.1281624,18.6435013,Agricultural,Molecular identification of bloodmeals and species composition in Culicoides biting midges,Pettersson et al (2013)
Ceratopogonidae,Culicoides,C. punctatus,E.ferus,Equus,Equidae,Perissodactyla,Mammalia,P05,17,Sweden,60.1281624,18.6435013,Agricultural,Molecular identification of bloodmeals and species composition in Culicoides biting midges,Pettersson et al (2013)
Ceratopogonidae,Culicoides,C. punctatus,O.aries,Ovis,Bovidae,Artiodactyla,Mammalia,P05,4,Sweden,60.1281624,18.6435013,Agricultural,Molecular identification of bloodmeals and species composition in Culicoides biting midges,Pettersson et al (2013)
Ceratopogonidae,Culicoides,C. punctatus,B.taurus,Bos,Bovidae,Artiodactyla,Mammalia,P05,8,Sweden,60.1281624,18.6435013,Agricultural,Molecular identification of bloodmeals and species composition in Culicoides biting midges,Pettersson et al (2013)
Ceratopogonidae,Culicoides,C. punctatus,A.alces,Alces,Cervidae,Artiodactyla,Mammalia,P05,1,Sweden,60.1281624,18.6435013,Agricultural,Molecular identification of bloodmeals and species composition in Culicoides biting midges,Pettersson et al (2013)
Ceratopogonidae,Culicoides,C. scoticus,O.aries,Ovis,Bovidae,Artiodactyla,Mammalia,P05,10,Sweden,60.1281624,18.6435013,Agricultural,Molecular identification of bloodmeals and species composition in Culicoides biting midges,Pettersson et al (2013)
Ceratopogonidae,Culicoides,C. scoticus,B.taurus,Bos,Bovidae,Artiodactyla,Mammalia,P05,1,Sweden,60.1281624,18.6435013,Agricultural,Molecular identification of bloodmeals and species composition in Culicoides biting midges,Pettersson et al (2013)
Ceratopogonidae,Culicoides,C. scoticus,E.ferus,Equus,Equidae,Perissodactyla,Mammalia,P05,30,Sweden,60.1281624,18.6435013,Agricultural,Molecular identification of bloodmeals and species composition in Culicoides biting midges,Pettersson et al (2013)
